Ensemble_id,Gene_name,GC_content
ENSG00000069493,CLEC2D,37.39
ENSG00000259430,CERS3-AS1,41.57
ENSG00000270127,,43.20
ENSG00000251819,RNU6-322P,44.66
ENSG00000259205,PRKXP1,59.57
ENSG00000200095,RNU6-181P,34.58
ENSG00000259437,,46.04
ENSG00000103591,AAGAB,39.47
ENSG00000236394,,64.01
ENSG00000231864,,67.72
ENSG00000176978,DPP7,64.84
ENSG00000160613,PCSK7,50.91
ENSG00000239524,RPL32P34,52.75
ENSG00000125650,PSPN,58.35
ENSG00000239697,TNFSF12,53.77
ENSG00000088247,KHSRP,58.57
ENSG00000248871,TNFSF12-TNFSF13,54.62
ENSG00000105520,PLPPR2,57.31
ENSG00000242634,RPS24P16,41.58
ENSG00000238029,RALBP1P2,43.03
ENSG00000108828,VAT1,54.69
ENSG00000127824,TUBA4A,49.74
ENSG00000104067,TJP1,40.22
ENSG00000234719,NPIPB2,46.55
ENSG00000275549,STPG3-AS1,65.39
ENSG00000213443,NPM1P7,42.30
ENSG00000179144,GIMAP7,35.86
ENSG00000256582,LINC02390,39.69
ENSG00000165030,NFIL3,43.28
ENSG00000110848,CD69,35.34
ENSG00000185803,SLC52A2,60.43
ENSG00000112159,MDN1,41.54
ENSG00000243853,ALDH7A1P3,39.13
ENSG00000228595,PAICSP2,42.87
ENSG00000266855,MIR3910-1,35.14
ENSG00000133574,GIMAP4,44.07
ENSG00000283351,MIR3910-2,31.71
ENSG00000120235,IFNA6,49.01
ENSG00000260772,,34.07
ENSG00000240828,RPL21P4,44.26
ENSG00000232281,IFNWP15,53.00
ENSG00000236637,IFNA4,41.44
ENSG00000285057,,28.57
ENSG00000267681,,47.00
ENSG00000226597,IFNWP9,52.28
ENSG00000181019,NQO1,46.90
ENSG00000267595,BRCA1P1,35.00
ENSG00000214042,IFNA7,44.78
ENSG00000186803,IFNA10,41.12
ENSG00000188554,NBR1,44.16
ENSG00000223684,IFNWP18,53.47
ENSG00000147885,IFNA16,39.72
ENSG00000198642,KLHL9,37.46
ENSG00000271568,,37.08
ENSG00000135924,DNAJB2,56.76
ENSG00000232361,TRPC6P3,39.63
ENSG00000133561,GIMAP6,49.01
ENSG00000165092,ALDH1A1,36.05
ENSG00000256912,GCNAP1,43.93
ENSG00000270990,,37.57
ENSG00000150045,KLRF1,35.10
ENSG00000106565,TMEM176B,51.68
ENSG00000264910,RN7SL525P,57.50
ENSG00000130726,TRIM28,59.30
ENSG00000171428,NAT1,39.94
ENSG00000165923,AGBL2,44.90
ENSG00000253937,NATP,40.66
ENSG00000244593,,50.16
ENSG00000289925,,36.25
ENSG00000271654,,69.10
ENSG00000231754,,44.60
ENSG00000250494,,40.99
ENSG00000254687,,38.66
ENSG00000110852,CLEC2B,32.91
ENSG00000290064,,45.89
ENSG00000238554,RNU1-88P,43.75
ENSG00000251864,Y_RNA,41.12
ENSG00000133612,AGAP3,57.73
ENSG00000260484,,42.86
ENSG00000281450,PANDAR,49.87
ENSG00000213500,LAP3P2,48.76
ENSG00000274295,,42.17
ENSG00000124772,CPNE5,51.68
ENSG00000228024,CYP1D1P,34.64
ENSG00000022567,SLC45A4,52.64
ENSG00000135046,ANXA1,34.60
ENSG00000255882,,31.34
ENSG00000256797,KLRF2,34.46
ENSG00000141101,NOB1,48.25
ENSG00000188393,CLEC2A,38.73
ENSG00000231560,CLEC12A-AS1,46.19
ENSG00000172322,CLEC12A,39.56
ENSG00000276828,,46.14
ENSG00000138381,ASNSD1,37.75
ENSG00000184988,TMEM106A,50.69
ENSG00000095139,ARCN1,42.33
ENSG00000286053,ASDURF,38.63
ENSG00000224566,CIAO2AP2,43.61
ENSG00000280035,,56.32
ENSG00000286165,,38.35
ENSG00000287895,,42.14
ENSG00000253307,,51.44
ENSG00000280157,,42.82
ENSG00000254019,SLC45A4-AS1,49.31
ENSG00000227625,,56.73
ENSG00000254197,,55.50
ENSG00000128694,OSGEPL1,39.12
ENSG00000261655,,60.42
ENSG00000198835,GJC2,62.35
ENSG00000204882,GPR20,61.69
ENSG00000219487,,38.86
ENSG00000228408,,42.15
ENSG00000238854,,38.67
ENSG00000253605,HNRNPA1P38,48.17
ENSG00000181873,IBA57,54.58
ENSG00000283608,,45.51
ENSG00000260290,,50.50
ENSG00000240905,RN7SL798P,54.49
ENSG00000241391,RN7SL234P,56.95
ENSG00000241997,RN7SL323P,49.83
ENSG00000216265,FABP12P1,44.10
ENSG00000252443,SNORA62,44.17
ENSG00000236814,,40.43
ENSG00000177688,SUMO4,39.13
ENSG00000238650,SNORD54,43.28
ENSG00000178199,ZC3H12D,50.14
ENSG00000248578,NPM1P21,43.78
ENSG00000102908,NFAT5,38.64
ENSG00000172680,MOS,61.00
ENSG00000221093,,53.15
ENSG00000162913,OBSCN-AS1,60.11
ENSG00000236383,CCDC200,55.06
ENSG00000181690,PLAG1,38.74
ENSG00000269934,,47.60
ENSG00000219553,,41.49
ENSG00000289045,,29.90
ENSG00000252244,RNU7-3P,43.55
ENSG00000136936,XPA,38.76
ENSG00000270110,,46.22
ENSG00000072609,CHFR,48.69
ENSG00000151687,ANKAR,37.84
ENSG00000286773,,42.61
ENSG00000055208,TAB2,38.87
ENSG00000274585,RNU2-1,46.60
ENSG00000275616,U2,46.60
ENSG00000273709,U2,46.60
ENSG00000287315,,61.54
ENSG00000274432,U2,46.60
ENSG00000278048,U2,46.60
ENSG00000276596,U2,46.60
ENSG00000170791,CHCHD7,41.56
ENSG00000277903,U2,46.60
ENSG00000278774,U2,46.35
ENSG00000270104,,40.97
ENSG00000275924,MIR6807,56.52
ENSG00000274862,U2,46.60
ENSG00000274062,U2,46.60
ENSG00000130725,UBE2M,61.64
ENSG00000274452,U2,46.07
ENSG00000275219,U2,46.60
ENSG00000278591,U2,46.60
ENSG00000154370,TRIM11,56.97
ENSG00000225190,PLEKHM1,50.52
ENSG00000149196,HIKESHI,37.86
ENSG00000214417,KRT18P13,52.34
ENSG00000093144,ECHDC1,36.00
ENSG00000260677,,41.03
ENSG00000178919,FOXE1,61.05
ENSG00000136932,TRMO,41.87
ENSG00000284311,MIR6742,64.52
ENSG00000140470,ADAMTS17,46.61
ENSG00000162931,TRIM17,56.74
ENSG00000201308,RNU6-512P,37.86
ENSG00000207654,MIR128-1,50.00
ENSG00000201830,Y_RNA,37.38
ENSG00000287070,,43.41
ENSG00000130724,CHMP2A,54.43
ENSG00000144224,UBXN4,39.75
ENSG00000136929,HEMGN,39.24
ENSG00000167992,VWCE,51.52
ENSG00000272343,,33.54
ENSG00000254216,,55.93
ENSG00000199483,RNU4-15P,39.01
ENSG00000148057,IDNK,42.77
ENSG00000167107,ACSF2,49.96
ENSG00000115850,LCT,47.21
ENSG00000140471,LINS1,40.18
ENSG00000167676,PLIN4,59.44
ENSG00000230841,RPL23AP15,47.71
ENSG00000106648,GALNTL5,42.38
ENSG00000266174,MIR4666A,35.44
ENSG00000279306,,58.41
ENSG00000135018,UBQLN1,38.64
ENSG00000202056,RNA5SP19,57.80
ENSG00000251823,RNA5SP162,59.09
ENSG00000063169,BICRA,51.90
ENSG00000104419,NDRG1,50.32
ENSG00000200664,Y_RNA,44.14
ENSG00000212391,,50.75
ENSG00000169047,IRS1,40.92
ENSG00000261379,,38.69
ENSG00000144468,RHBDD1,39.57
ENSG00000126243,LRFN3,56.69
ENSG00000171960,PPIH,43.92
ENSG00000183475,ASB7,40.05
ENSG00000267113,,40.84
ENSG00000205138,SDHAF1,63.47
ENSG00000137497,NUMA1,46.62
ENSG00000169031,COL4A3,39.86
ENSG00000181392,SYNE4,55.66
ENSG00000175787,ZNF169,41.58
ENSG00000212306,Y_RNA,48.42
ENSG00000259381,,43.45
ENSG00000154227,CERS3,40.80
ENSG00000157212,PAXIP1,40.84
ENSG00000248101,,56.48
ENSG00000028277,POU2F2,51.31
ENSG00000290579,,40.75
ENSG00000232888,RPS11P5,54.96
ENSG00000252079,RNU6-327P,44.09
ENSG00000278949,,47.29
ENSG00000255703,,52.99
ENSG00000250790,,39.20
ENSG00000196458,ZNF605,46.54
ENSG00000293735,,39.48
ENSG00000293747,,52.81
ENSG00000236432,MFF-DT,40.52
ENSG00000293750,,39.29
ENSG00000256563,NANOGNBP2,38.34
ENSG00000237372,LINC03062,48.27
ENSG00000198393,ZNF26,43.05
ENSG00000252269,RNU4ATAC12P,47.79
ENSG00000255807,PTP4A1P2,43.61
ENSG00000198040,ZNF84,39.16
ENSG00000290147,GUCA1ANB-GUCA1A,51.23
ENSG00000201066,RN7SKP280,51.32
ENSG00000278998,,51.21
ENSG00000009335,UBE3C,42.11
ENSG00000278370,,44.40
ENSG00000048545,GUCA1A,51.03
ENSG00000168955,TM4SF20,41.05
ENSG00000245479,LINC01585,45.85
ENSG00000237073,,52.21
ENSG00000197977,ELOVL2,39.63
ENSG00000293785,,40.96
ENSG00000226206,,47.28
ENSG00000200677,SNORD18,40.00
ENSG00000287061,,46.65
ENSG00000241869,RN7SL363P,50.92
ENSG00000284092,MIR5703,64.29
ENSG00000274541,,51.16
ENSG00000271245,PAGE4P1,49.55
ENSG00000079689,SCGN,39.57
ENSG00000173744,AGFG1,37.09
ENSG00000182511,FES,59.18
ENSG00000293607,,35.73
ENSG00000279466,,38.03
ENSG00000279817,,48.34
ENSG00000258118,PPIAP44,46.33
ENSG00000262759,MRPS21P9,49.54
ENSG00000283256,U6,40.51
ENSG00000290217,,39.81
ENSG00000136457,CHAD,57.83
ENSG00000170456,DENND5B,40.95
ENSG00000164508,H2AC1,41.25
ENSG00000293821,,48.96
ENSG00000146047,H2BC1,47.45
ENSG00000220556,,52.48
ENSG00000112164,GLP1R,51.39
ENSG00000224629,RPL36AP30,49.04
ENSG00000229660,,62.64
ENSG00000293823,,47.44
ENSG00000275897,,54.18
ENSG00000230268,SSU72L6,39.02
ENSG00000213296,,59.75
ENSG00000136444,RSAD1,50.16
ENSG00000293848,,50.32
ENSG00000166508,MCM7,53.83
ENSG00000227355,,44.20
ENSG00000174990,CA5A,51.88
ENSG00000234917,,44.07
ENSG00000112167,SAYSD1,41.98
ENSG00000065978,YBX1,40.63
ENSG00000217165,ANKRD18EP,36.02
ENSG00000164626,KCNK5,51.97
ENSG00000249451,,50.74
ENSG00000250286,,55.88
ENSG00000096395,MLN,54.75
ENSG00000270385,,53.78
ENSG00000049283,EPN3,58.65
ENSG00000260443,,42.07
ENSG00000260162,,54.49
ENSG00000283653,,34.93
ENSG00000187536,TPM3P7,48.50
ENSG00000218682,,53.56
ENSG00000172530,BANP,51.17
ENSG00000113649,TCERG1,36.35
ENSG00000217718,NDUFB4P4,42.39
ENSG00000200388,RNU6-618P,40.18
ENSG00000084731,KIF3C,48.25
ENSG00000275769,,34.05
ENSG00000203437,,51.86
ENSG00000256159,,40.04
ENSG00000201228,Y_RNA,44.12
ENSG00000225349,ANKRD49P2,47.09
ENSG00000252390,RNU5F-4P,35.09
ENSG00000231788,RPL31P50,45.95
ENSG00000287089,,55.87
ENSG00000293857,,31.52
ENSG00000271362,ANKRD36P2,33.47
ENSG00000236507,,48.66
ENSG00000276824,MIR7159,50.00
ENSG00000221697,MIR1275,51.25
ENSG00000224582,LINC01015,58.12
ENSG00000090615,GOLGA3,53.60
ENSG00000293877,,36.29
ENSG00000293892,,51.03
ENSG00000293896,,37.59
ENSG00000239593,,51.35
ENSG00000220694,RPL17P23,41.88
ENSG00000293912,,57.20
ENSG00000189367,KIAA0408,35.04
ENSG00000293923,,59.10
ENSG00000293924,,38.22
ENSG00000293938,,53.07
ENSG00000293940,,55.81
ENSG00000293945,,43.23
ENSG00000286214,COPG2IT1,44.36
ENSG00000293946,,41.28
ENSG00000293963,,45.56
ENSG00000294012,,41.42
ENSG00000294023,,43.87
ENSG00000239021,RNA5SP246,47.90
ENSG00000226045,,55.14
ENSG00000294077,,50.96
ENSG00000213265,TSGA13,42.84
ENSG00000232939,,42.75
ENSG00000294099,,50.38
ENSG00000255330,,38.15
ENSG00000294102,,38.98
ENSG00000164007,CLDN19,59.56
ENSG00000232998,VPS13A-AS1,62.25
ENSG00000269957,,35.38
ENSG00000294138,,47.35
ENSG00000294170,,59.62
ENSG00000294173,,34.63
ENSG00000262052,,37.61
ENSG00000290924,,39.80
ENSG00000153930,ANKFN1,39.74
ENSG00000287547,,54.23
ENSG00000266265,KLF14,56.14
ENSG00000117385,P3H1,50.04
ENSG00000105976,MET,39.10
ENSG00000184530,C6orf58,35.52
ENSG00000268412,TRMT112P6,56.79
ENSG00000084733,RAB10,40.63
ENSG00000124493,GRM4,56.00
ENSG00000199872,RNU6-942P,38.32
ENSG00000235440,RPS2P15,51.83
ENSG00000231655,EMP2P1,50.40
ENSG00000261882,,39.22
ENSG00000214465,SMARCE1P6,49.21
ENSG00000279606,,40.78
ENSG00000227133,,43.63
ENSG00000243058,RPL39P33,39.10
ENSG00000237951,PPIL1P1,50.70
ENSG00000290770,MFSD14CP,44.01
ENSG00000183691,NOG,59.17
ENSG00000157833,GAREM2,58.43
ENSG00000184185,KCNJ12,58.04
ENSG00000197299,BLM,40.73
ENSG00000287671,,41.67
ENSG00000265881,PDLIM1P2,53.54
ENSG00000244582,RPL21P120,44.02
ENSG00000265265,,46.24
ENSG00000199940,RN7SKP75,50.00
ENSG00000266673,,40.89
ENSG00000266050,,54.50
ENSG00000183166,CALN1,43.35
ENSG00000264245,,55.92
ENSG00000263375,,60.78
ENSG00000274748,,53.45
ENSG00000260458,KCNJ18,57.72
ENSG00000135931,ARMC9,45.71
ENSG00000201014,RNA5SP232,47.06
ENSG00000235581,,61.90
ENSG00000279078,SND1-IT1,43.69
ENSG00000128594,LRRC4,56.07
ENSG00000006283,CACNA1G,56.94
ENSG00000207588,MIR593,61.00
ENSG00000207705,MIR129-1,48.61
ENSG00000174697,LEP,49.04
ENSG00000271526,,53.90
ENSG00000278446,,39.57
ENSG00000224593,RPL21P72,44.96
ENSG00000293033,,38.94
ENSG00000234718,,50.43
ENSG00000243981,,43.33
ENSG00000237004,ZNRF2P1,75.62
ENSG00000242948,EPS15P1,28.57
ENSG00000293095,,35.63
ENSG00000294190,,50.50
ENSG00000180019,,42.92
ENSG00000294209,,40.43
ENSG00000293153,,37.24
ENSG00000231322,RPL13AP17,54.73
ENSG00000294229,,59.70
ENSG00000293158,RPL13AP17,38.95
ENSG00000294236,,45.09
ENSG00000249662,LINC02218,38.75
ENSG00000294238,,38.67
ENSG00000294255,,46.58
ENSG00000268799,H3Y2,54.68
ENSG00000226717,PTPRD-DT,38.29
ENSG00000241735,FABP5P3,44.12
ENSG00000250667,,57.99
ENSG00000293165,FABP5P3,48.88
ENSG00000248205,H3P17,59.19
ENSG00000250088,,56.41
ENSG00000230359,TPI1P2,54.79
ENSG00000001460,STPG1,44.09
ENSG00000293205,TPI1P2,50.02
ENSG00000294269,,38.42
ENSG00000248422,,58.59
ENSG00000233369,GTF2IP4,43.43
ENSG00000249282,,54.15
ENSG00000271296,H3P19,58.61
ENSG00000294278,,48.07
ENSG00000250351,H3P20,60.44
ENSG00000236668,LHX2-AS1,53.38
ENSG00000248471,,51.69
ENSG00000248160,,51.50
ENSG00000248542,,53.01
ENSG00000248337,,43.91
ENSG00000230626,,60.60
ENSG00000293514,CUTALP,42.77
ENSG00000227910,,56.47
ENSG00000269466,H3Y1,58.15
ENSG00000225264,ZNRF2P2,74.05
ENSG00000274832,,51.69
ENSG00000233491,CDHR17P,34.32
ENSG00000250715,H3P22,61.88
ENSG00000152377,SPOCK1,42.80
ENSG00000230927,TMBIM7P,43.28
ENSG00000104447,TRPS1,35.81
ENSG00000293397,TMBIM7P,43.44
ENSG00000277083,PRSS3P3,42.24
ENSG00000293406,,40.80
ENSG00000186163,PRSS59P,41.65
ENSG00000230914,KIF19BP,58.47
ENSG00000293436,,57.47
ENSG00000201999,RNA5SP428,53.79
ENSG00000188707,ZBED10P,62.57
ENSG00000286928,,51.17
ENSG00000225969,BICDL3P,64.17
ENSG00000289353,,36.78
ENSG00000279072,,56.51
ENSG00000279168,,53.80
ENSG00000166546,BEAN1,50.58
ENSG00000106537,TSPAN13,39.01
ENSG00000146021,KLHL3,42.71
ENSG00000294309,,59.79
ENSG00000294316,,35.15
ENSG00000294323,,38.72
ENSG00000106541,AGR2,38.42
ENSG00000229697,FAM242E,48.52
ENSG00000239382,ALKBH6,56.33
ENSG00000235659,,50.57
ENSG00000187555,USP7,46.42
ENSG00000117602,RCAN3,42.26
ENSG00000271231,KRT18P9,56.00
ENSG00000270593,,44.86
ENSG00000276404,MIR6835,46.88
ENSG00000173467,AGR3,35.18
ENSG00000186577,SMIM29,60.12
ENSG00000294371,,45.64
ENSG00000216009,MIR874,69.23
ENSG00000200235,,37.30
ENSG00000284325,MIR3655,50.60
ENSG00000204967,PCDHA4,40.01
ENSG00000294376,,44.38
ENSG00000120910,PPP3CC,39.20
ENSG00000279011,,53.59
ENSG00000279755,,51.28
ENSG00000278874,,42.12
ENSG00000294398,,44.24
ENSG00000280016,,50.99
ENSG00000232400,RAD17P1,38.49
ENSG00000294401,,49.81
ENSG00000227965,,36.23
ENSG00000223867,,37.54
ENSG00000145495,MARCHF6,39.32
ENSG00000232841,BRWD1P3,48.21
ENSG00000293556,,60.35
ENSG00000294402,,40.10
ENSG00000293557,,61.02
ENSG00000294419,,57.36
ENSG00000294420,,42.99
ENSG00000294427,,35.31
ENSG00000294444,,49.69
ENSG00000184454,NCMAP,47.93
ENSG00000235481,UBE2R2-AS1,43.33
ENSG00000220583,RPL35P2,57.02
ENSG00000272325,NUDT3,42.12
ENSG00000227312,,42.53
ENSG00000239106,Y_RNA,40.78
ENSG00000293404,,61.48
ENSG00000294502,,41.31
ENSG00000294505,,43.65
ENSG00000294527,,42.50
ENSG00000294530,,44.25
ENSG00000140564,FURIN,58.50
ENSG00000137309,HMGA1,57.83
ENSG00000133619,KRBA1,57.32
ENSG00000294531,,33.79
ENSG00000116539,ASH1L,41.42
ENSG00000294542,,45.08
ENSG00000130159,ECSIT,50.88
ENSG00000290970,,50.30
ENSG00000201464,Y_RNA,38.46
ENSG00000217786,,40.94
ENSG00000214338,MTCL3,39.48
ENSG00000294561,,42.73
ENSG00000146216,TTBK1,56.24
ENSG00000290588,,43.23
ENSG00000261094,,41.41
ENSG00000254673,,42.43
ENSG00000220347,H3P28,52.84
ENSG00000271265,,36.10
ENSG00000294571,,34.23
ENSG00000271551,,61.08
ENSG00000294585,,42.87
ENSG00000271899,MIR4466,85.19
ENSG00000270487,,42.64
ENSG00000286718,,62.75
ENSG00000218596,,47.63
ENSG00000288910,,39.64
ENSG00000168522,FNTA,42.58
ENSG00000233044,,40.68
ENSG00000294653,,57.68
ENSG00000111344,RASAL1,51.70
ENSG00000233138,,39.10
ENSG00000172183,ISG20,51.94
ENSG00000271086,NAMA,40.31
ENSG00000010818,HIVEP2,38.72
ENSG00000181444,ZNF467,59.66
ENSG00000197558,SSPOP,61.02
ENSG00000103723,AP3B2,49.00
ENSG00000183336,BOLA2,61.15
ENSG00000164236,ANKRD33B,47.64
ENSG00000261740,BOLA2-SMG1P6,43.95
ENSG00000293558,,63.57
ENSG00000106479,ZNF862,48.91
ENSG00000250106,ANKRD33B-AS1,48.96
ENSG00000251196,,54.67
ENSG00000251548,,50.89
ENSG00000254192,,46.52
ENSG00000102898,NUTF2,51.11
ENSG00000184347,SLIT3,45.01
ENSG00000280149,,43.74
ENSG00000273419,,54.97
ENSG00000237851,,35.53
ENSG00000077348,EXOSC5,52.35
ENSG00000293408,,50.77
ENSG00000232618,HIVEP2-DT,42.23
ENSG00000200731,RNU1-124P,48.28
ENSG00000254198,,40.94
ENSG00000288882,,41.39
ENSG00000219669,BECN1P2,40.27
ENSG00000292271,,75.00
ENSG00000221345,U3,45.07
ENSG00000146049,KAAG1,51.84
ENSG00000179468,OR9A2,44.80
ENSG00000165102,HGSNAT,44.10
ENSG00000270800,RPS10-NUDT3,43.33
ENSG00000225781,OR6V1,53.08
ENSG00000290761,,53.45
ENSG00000288634,,59.12
ENSG00000288608,,60.78
ENSG00000055118,KCNH2,59.57
ENSG00000183019,MCEMP1,54.63
ENSG00000103051,COG4,47.23
ENSG00000294750,,52.20
ENSG00000287955,,46.35
ENSG00000124614,RPS10,47.38
ENSG00000142459,EVI5L,58.04
ENSG00000284977,,37.37
ENSG00000082175,PGR,37.72
ENSG00000115138,POMC,51.16
ENSG00000250135,,46.95
ENSG00000253611,VN1R46P,47.88
ENSG00000084652,TXLNA,50.29
ENSG00000253884,,70.17
ENSG00000255166,,68.64
ENSG00000294793,,43.04
ENSG00000179912,R3HDM2,43.17
ENSG00000253312,,31.76
ENSG00000253186,,36.59
ENSG00000294815,,39.34
ENSG00000253606,AFG3L2P1,48.67
ENSG00000234860,,40.40
ENSG00000081052,COL4A4,41.00
ENSG00000234713,,59.93
ENSG00000253707,,32.04
ENSG00000294829,,39.10
ENSG00000188877,POTEA,37.05
ENSG00000294843,,38.00
ENSG00000294848,,44.50
ENSG00000124507,PACSIN1,51.35
ENSG00000294872,,40.83
ENSG00000294876,,39.72
ENSG00000286945,,43.58
ENSG00000155026,RSPH10B,48.15
ENSG00000254042,SLIT3-AS2,46.46
ENSG00000294888,,63.14
ENSG00000294904,,53.85
ENSG00000294913,,65.95
ENSG00000207739,MIR218-2,55.45
ENSG00000202345,Y_RNA,39.82
ENSG00000293608,,35.61
ENSG00000279752,,46.75
ENSG00000066044,ELAVL1,52.21
ENSG00000207619,MIR585,54.26
ENSG00000185662,SMIM23,41.85
ENSG00000250722,SELENOP,39.07
ENSG00000238509,RNU6-104P,39.25
ENSG00000255497,,38.34
ENSG00000224066,,59.24
ENSG00000254342,,36.97
ENSG00000201329,U3,44.39
ENSG00000168333,PPDPFL,38.86
ENSG00000160051,IQCC,55.31
ENSG00000130477,UNC13A,52.17
ENSG00000124664,SPDEF,57.98
ENSG00000183615,FAM167B,60.18
ENSG00000204099,NEU4,65.72
ENSG00000294927,,50.77
ENSG00000294948,,46.75
ENSG00000277617,Metazoa_SRP,53.08
ENSG00000294949,,75.13
ENSG00000252450,Y_RNA,39.09
ENSG00000294962,,43.84
ENSG00000175130,MARCKSL1,63.72
ENSG00000204706,MAMDC2-AS1,40.45
ENSG00000162526,TSSK3,54.70
ENSG00000196114,IFITM3P3,57.14
ENSG00000196821,ILRUN,41.83
ENSG00000023171,GRAMD1B,45.80
ENSG00000198010,DLGAP2,47.91
ENSG00000122512,PMS2,45.29
ENSG00000216636,RPL7P25,40.08
ENSG00000265123,RN7SL200P,54.17
ENSG00000185633,NDUFA4L2,62.05
ENSG00000220643,,50.30
ENSG00000186328,ATP6V1FP1,53.05
ENSG00000137166,FOXP4,54.72
ENSG00000154928,EPHB1,44.82
ENSG00000168679,SLC16A4,40.40
ENSG00000139343,SNRPF,39.08
ENSG00000135473,PAN2,47.67
ENSG00000249092,PPIAP77,47.29
ENSG00000188011,RTP5,65.65
ENSG00000251163,PRELID3BP4,39.05
ENSG00000250045,CBX3P3,38.91
ENSG00000212370,RNU6-482P,42.99
ENSG00000200051,,32.47
ENSG00000283717,MIR6831,51.85
ENSG00000292256,,40.94
ENSG00000216921,FAM240C,60.04
ENSG00000287514,,47.70
ENSG00000280119,,49.74
ENSG00000224160,CICP10,62.63
ENSG00000271153,RPL23AP88,49.78
ENSG00000277842,MIR6811,58.62
ENSG00000169045,HNRNPH1,45.97
ENSG00000230598,OR2H4P,44.70
ENSG00000290478,,37.15
ENSG00000203987,,58.16
ENSG00000203492,OR2N1P,44.82
ENSG00000269752,,53.17
ENSG00000290479,,35.28
ENSG00000279300,,52.80
ENSG00000185900,POMK,44.38
ENSG00000197171,OR2B4P,47.40
ENSG00000179073,TAAR3P,41.95
ENSG00000278128,,56.71
ENSG00000231248,FAM242D,46.24
ENSG00000283453,PRIM2BP,37.25
ENSG00000130479,MAP1S,57.53
ENSG00000163359,COL6A3,44.57
ENSG00000174749,FAM241A,37.30
ENSG00000181126,HLA-V,68.00
ENSG00000163623,NKX6-1,53.12
ENSG00000038532,CLEC16A,48.06
ENSG00000225626,CFAP95-DT,41.20
ENSG00000203690,TCP10L3,47.79
ENSG00000114654,EFCC1,52.64
ENSG00000204338,CYP21A1P,62.08
ENSG00000258013,RPL3P13,47.22
ENSG00000163624,CDS1,38.31
ENSG00000218690,H2AC10P,62.93
ENSG00000214643,DEFB133,33.13
ENSG00000290804,,35.05
ENSG00000285799,,57.36
ENSG00000229391,HLA-DRB6,43.51
ENSG00000219392,ZNF602P,41.23
ENSG00000294991,,38.70
ENSG00000218358,RAET1K,53.89
ENSG00000295032,,47.38
ENSG00000216775,,46.36
ENSG00000295036,,54.28
ENSG00000219891,ZSCAN12P1,48.93
ENSG00000243236,GSTA9P,41.04
ENSG00000243753,HLA-L,62.29
ENSG00000295037,,44.91
ENSG00000227933,,62.39
ENSG00000163625,WDFY3,36.92
ENSG00000295086,,50.33
ENSG00000206651,Y_RNA,41.59
ENSG00000124549,BTN2A3P,46.12
ENSG00000172995,ARPP21,36.61
ENSG00000295090,,37.39
ENSG00000224557,HLA-DPB2,46.37
ENSG00000134248,LAMTOR5,42.55
ENSG00000204789,ZNF204P,38.43
ENSG00000216436,H2AC2P,61.33
ENSG00000291237,SOD2,42.30
ENSG00000295109,,36.44
ENSG00000129292,PHF20L1,34.77
ENSG00000295133,,47.31
ENSG00000295136,,54.90
ENSG00000284612,,42.24
ENSG00000285987,,41.63
ENSG00000295175,,38.82
ENSG00000295192,,41.98
ENSG00000252777,,34.62
ENSG00000225684,FAM225B,47.56
ENSG00000287121,,49.63
ENSG00000263033,,52.60
ENSG00000198492,YTHDF2,43.57
ENSG00000285527,,53.86
ENSG00000261095,,49.26
ENSG00000261651,,55.95
ENSG00000243705,,38.56
ENSG00000280419,,59.42
ENSG00000260193,LINC02846,64.65
ENSG00000131152,,52.65
ENSG00000270082,,58.70
ENSG00000103264,FBXO31,51.99
ENSG00000295241,,53.34
ENSG00000295264,,52.04
ENSG00000268112,,52.64
ENSG00000179913,B3GNT3,52.78
ENSG00000295288,,55.05
ENSG00000233427,,49.15
ENSG00000269901,,50.52
ENSG00000199756,Y_RNA,37.27
ENSG00000287769,,56.37
ENSG00000225616,,48.34
ENSG00000140941,MAP1LC3B,47.50
ENSG00000050405,LIMA1,42.31
ENSG00000206704,Y_RNA,45.54
ENSG00000295308,,56.06
ENSG00000277958,Metazoa_SRP,56.74
ENSG00000239466,RN7SL552P,52.54
ENSG00000253304,TMEM200B,64.51
ENSG00000251260,WDFY3-AS1,35.45
ENSG00000252062,RNU6-469P,42.57
ENSG00000273249,WDR5-DT,55.90
ENSG00000248099,INSL3,53.07
ENSG00000225750,,47.46
ENSG00000277916,,43.79
ENSG00000289220,,56.49
ENSG00000145349,CAMK2D,36.23
ENSG00000295355,,58.68
ENSG00000295374,,35.19
ENSG00000295401,,39.75
ENSG00000116353,MECR,48.20
ENSG00000233554,B4GALT1-AS1,45.95
ENSG00000130513,GDF15,51.93
ENSG00000295416,,38.19
ENSG00000204267,TAP2,43.79
ENSG00000261592,,44.79
ENSG00000295424,,36.13
ENSG00000276393,,43.13
ENSG00000295449,,40.67
ENSG00000276337,,47.34
ENSG00000236896,,38.06
ENSG00000287287,,47.59
ENSG00000260714,,42.61
ENSG00000263326,,44.83
ENSG00000262700,,41.14
ENSG00000295526,,41.34
ENSG00000295528,,39.78
ENSG00000205629,LCMT1,45.35
ENSG00000105656,ELL,55.51
ENSG00000295529,,49.84
ENSG00000224854,CDKN2A-AS1,43.29
ENSG00000229312,,42.05
ENSG00000295589,,44.09
ENSG00000295597,,38.65
ENSG00000295637,,40.28
ENSG00000295649,,43.49
ENSG00000295650,,39.05
ENSG00000295651,,34.99
ENSG00000295684,,40.98
ENSG00000295687,,42.90
